priority,offset_s,latency_ms,status,outcome
low,10.7604,3.12,,error
medium,10.7677,2.57,,error
low,10.7703,2.15,,error
low,10.7807,3.16,,error
medium,10.7839,2.77,,error
low,10.7908,3.20,,error
medium,10.8034,15.05,,error
low,10.8047,14.23,,error
low,10.8116,7.70,,error
high,10.8013,18.33,,error
medium,10.8197,3.08,,error
low,10.8211,2.00,,error
medium,10.8335,2.87,,error
low,10.8312,5.50,,error
low,10.8409,2.83,,error
high,10.8509,5.52,,error
medium,10.8529,3.86,,error
low,10.8544,2.70,,error
low,10.8603,2.29,,error
medium,10.8677,2.82,,error
low,10.8706,2.00,,error
low,10.8808,3.46,,error
medium,10.8843,2.37,,error
low,10.8908,2.65,,error
high,10.9007,5.74,,error
medium,10.9028,3.97,,error
low,10.9043,2.84,,error
low,10.9103,3.52,,error
medium,10.9169,2.77,,error
low,10.9208,2.82,,error
low,10.9308,2.98,,error
medium,10.9339,2.03,,error
low,10.9411,2.78,,error
high,10.9511,5.46,,error
medium,10.9532,3.74,,error
low,10.9546,2.68,,error
low,10.9604,2.19,,error
medium,10.9677,3.03,,error
low,10.9708,1.76,,error
low,10.9808,2.82,,error
medium,10.9836,1.55,,error
low,10.9903,2.34,,error
high,11.0009,4.19,,error
medium,11.0027,2.64,,error
low,11.0035,2.16,,error
low,11.0115,2.47,,error
medium,11.0171,2.16,,error
low,11.0204,1.72,,error
low,11.0302,2.80,,error
medium,11.0342,3.37,,error
low,11.0407,2.09,,error
high,11.0510,4.22,,error
medium,11.0528,2.65,,error
low,11.0536,2.13,,error
low,11.0609,2.17,,error
medium,11.0672,2.11,,error
low,11.0704,1.54,,error
low,11.0822,3.48,,error
medium,11.0844,1.76,,error
low,11.0903,2.11,,error
high,11.1006,4.26,,error
medium,11.1025,2.69,,error
low,11.1036,1.86,,error
low,11.1114,2.64,,error
medium,11.1186,3.35,,error
low,11.1208,1.58,,error
low,11.1309,2.68,,error
medium,11.1337,1.35,,error
low,11.1412,2.74,,error
high,11.1512,3.91,,error
medium,11.1531,2.35,,error
low,11.1538,1.87,,error
low,11.1609,2.41,,error
medium,11.1680,2.47,,error
low,11.1705,2.79,,error
low,11.1807,4.03,,error
medium,11.1848,1.96,,error
low,11.1909,2.24,,error
high,11.2003,3.93,,error
medium,11.2022,2.41,,error
low,11.2029,1.99,,error
low,11.2110,2.38,,error
medium,11.2176,2.07,,error
low,11.2208,1.61,,error
low,11.2306,2.76,,error
medium,11.2345,1.48,,error
low,11.2411,2.16,,error
high,11.2504,3.61,,error
medium,11.2522,2.19,,error
low,11.2528,1.84,,error
low,11.2608,2.28,,error
medium,11.2672,2.16,,error
low,11.2705,2.02,,error
low,11.2807,2.51,,error
medium,11.2843,1.59,,error
low,11.2911,2.30,,error
medium,11.3025,2.12,,error
low,11.3033,1.60,,error
high,11.3006,4.62,,error
low,11.3104,2.52,,error
medium,11.3171,1.98,,error
low,11.3212,1.71,,error
low,11.3311,2.57,,error
medium,11.3337,2.26,,error
low,11.3412,4.65,,error
high,11.3511,4.27,,error
medium,11.3530,2.69,,error
low,11.3538,2.17,,error
low,11.3612,3.57,,error
medium,11.3669,5.83,,error
low,11.3727,1.80,,error
low,11.3815,4.89,,error
medium,11.3846,2.25,,error
low,11.3911,2.92,,error
high,11.4012,8.48,,error
medium,11.4032,6.86,,error
low,11.4041,6.24,,error
low,11.4104,1.68,,error
medium,11.4172,2.65,,error
low,11.4232,2.43,,error
low,11.4308,2.54,,error
medium,11.4345,1.77,,error
low,11.4404,2.54,,error
high,11.4512,4.63,,error
medium,11.4534,2.71,,error
low,11.4544,1.98,,error
low,11.4606,2.45,,error
medium,11.4672,2.32,,error
low,11.4706,1.70,,error
low,11.4805,2.55,,error
medium,11.4842,1.79,,error
low,11.4912,3.79,,error
medium,4.8338,6662.41,429,shed
medium,4.8022,6694.04,429,shed
medium,4.8178,6678.39,429,shed
medium,4.7835,6713.33,429,shed
medium,11.5169,2.54,,error
low,11.5205,1.88,,error
low,11.5306,2.96,,error
medium,11.5336,1.50,,error
low,11.5403,2.42,,error
high,11.5509,3.79,,error
medium,11.5528,2.21,,error
low,11.5535,1.82,,error
low,11.5605,2.44,,error
medium,11.5670,2.18,,error
low,11.5703,1.90,,error
low,11.5804,2.43,,error
medium,11.5839,1.67,,error
low,11.5908,2.54,,error
high,11.6005,5.43,,error
medium,11.6024,3.87,,error
low,11.6034,3.19,,error
low,11.6107,2.40,,error
medium,11.6172,2.33,,error
low,11.6206,1.67,,error
low,11.6305,2.49,,error
medium,11.6341,1.65,,error
low,11.6409,2.50,,error
medium,11.6524,2.29,,error
low,11.6532,1.77,,error
high,11.6506,4.79,,error
low,11.6605,4.33,,error
medium,11.6669,3.83,,error
low,11.6708,1.64,,error
low,11.6806,2.43,,error
medium,11.6841,1.68,,error
low,11.6910,2.40,,error
high,11.7005,4.14,,error
medium,11.7024,2.59,,error
low,11.7032,2.11,,error
low,11.7104,2.40,,error
medium,11.7170,2.31,,error
low,11.7204,1.69,,error
low,11.7302,2.49,,error
medium,11.7338,1.72,,error
low,11.7407,2.35,,error
high,11.7512,4.22,,error
medium,11.7530,2.69,,error
low,11.7542,1.81,,error
low,11.7612,2.42,,error
medium,11.7677,2.16,,error
low,11.7710,1.61,,error
low,11.7808,2.37,,error
medium,11.7843,1.41,,error
low,11.7908,1.90,,error
high,11.8008,3.62,,error
medium,11.8026,2.15,,error
low,11.8033,1.80,,error
low,11.8112,2.26,,error
medium,11.8176,1.89,,error
low,11.8206,1.52,,error
low,11.8303,2.39,,error
medium,11.8338,1.90,,error
low,11.8408,1.90,,error
high,11.8509,3.75,,error
medium,11.8528,2.17,,error
low,11.8534,1.81,,error
low,11.8604,2.33,,error
medium,11.8679,2.41,,error
low,11.8703,1.17,,error
low,11.8817,3.82,,error
medium,11.8843,1.58,,error
low,11.8911,2.39,,error
medium,11.9026,2.10,,error
low,11.9034,1.59,,error
high,11.9007,4.60,,error
low,11.9104,2.48,,error
medium,11.9171,2.42,,error
low,11.9206,1.96,,error
low,11.9307,2.43,,error
medium,11.9343,1.61,,error
low,11.9406,2.25,,error
high,11.9511,3.96,,error
medium,11.9530,2.36,,error
low,11.9538,1.84,,error
low,11.9608,2.63,,error
medium,11.9675,2.33,,error
low,11.9710,1.57,,error
low,11.9807,2.44,,error
medium,11.9843,1.65,,error
low,11.9911,2.24,,error
medium,12.0023,2.21,,error
low,12.0031,1.78,,error
high,12.0005,4.65,,error
low,12.0103,2.34,,error
medium,12.0178,2.31,,error
low,12.0201,1.36,,error
low,12.0317,3.28,,error
medium,12.0338,1.60,,error
low,12.0405,2.30,,error
medium,12.0528,2.16,,error
low,12.0535,1.84,,error
high,12.0510,4.58,,error
low,12.0607,2.26,,error
medium,12.0671,2.08,,error
low,12.0703,1.58,,error
low,12.0821,3.24,,error
medium,12.0841,1.60,,error
low,12.0909,2.39,,error
high,12.1005,4.25,,error
medium,12.1025,2.46,,error
low,12.1035,1.85,,error
low,12.1105,2.37,,error
medium,12.1170,2.42,,error
low,12.1205,1.80,,error
low,12.1305,2.57,,error
medium,12.1342,1.68,,error
low,12.1411,2.70,,error
medium,12.1528,1.92,,error
low,12.1535,1.53,,error
high,12.1509,4.38,,error
low,12.1605,2.26,,error
medium,12.1669,2.03,,error
low,12.1710,1.82,,error
low,12.1810,2.74,,error
medium,12.1838,1.40,,error
low,12.1903,2.22,,error
high,12.2007,3.93,,error
medium,12.2026,2.35,,error
low,12.2034,1.85,,error
low,12.2104,2.33,,error
medium,12.2169,2.15,,error
low,12.2212,2.11,,error
low,12.2304,3.17,,error
medium,12.2336,1.54,,error
low,12.2403,2.39,,error
medium,12.2530,1.97,,error
low,12.2537,1.57,,error
high,12.2511,4.45,,error
low,12.2608,2.61,,error
medium,12.2676,2.72,,error
low,12.2703,5.25,,error
low,12.2813,6.37,,error
medium,12.2853,2.88,,error
low,12.2903,2.15,,error
high,12.3007,9.42,,error
medium,12.3028,7.74,,error
low,12.3075,3.40,,error
low,12.3109,1.99,,error
medium,12.3171,2.10,,error
low,12.3203,1.64,,error
low,12.3321,3.35,,error
medium,12.3343,1.57,,error
low,12.3411,2.24,,error
medium,12.3524,2.28,,error
low,12.3532,1.80,,error
high,12.3505,4.74,,error
low,12.3604,2.26,,error
medium,12.3679,2.38,,error
low,12.3703,1.38,,error
low,12.3818,3.52,,error
medium,12.3840,1.89,,error
low,12.3911,2.49,,error
medium,12.4027,2.57,,error
low,12.4035,2.06,,error
high,12.4008,5.04,,error
low,12.4110,2.58,,error
medium,12.4177,2.34,,error
low,12.4201,1.41,,error
low,12.4318,3.51,,error
medium,12.4339,1.77,,error
low,12.4409,2.45,,error
high,12.4506,4.32,,error
medium,12.4528,2.43,,error
low,12.4536,1.85,,error
low,12.4607,2.51,,error
medium,12.4674,2.38,,error
low,12.4709,1.71,,error
low,12.4808,2.55,,error
medium,12.4845,1.63,,error
low,12.4902,2.33,,error
high,12.5007,3.94,,error
medium,12.5026,2.38,,error
low,12.5034,2.03,,error
low,12.5112,2.64,,error
medium,12.5172,2.29,,error
low,12.5222,2.55,,error
low,12.5309,3.58,,error
medium,12.5345,2.95,,error
low,12.5406,3.79,,error
medium,12.5525,2.17,,error
low,12.5532,1.70,,error
high,12.5506,4.64,,error
low,12.5604,3.47,,error
medium,12.5670,3.70,,error
low,12.5708,2.72,,error
low,12.5807,4.10,,error
medium,12.5848,2.70,,error
low,12.5906,2.01,,error
high,12.6008,3.80,,error
medium,12.6027,2.24,,error
low,12.6033,1.92,,error
low,12.6104,4.26,,error
medium,12.6178,2.14,,error
low,12.6210,5.82,,error
low,12.6310,3.55,,error
low,12.6471,3.05,,error
high,12.6503,5.95,,error
medium,12.6513,5.26,,error
low,12.6519,4.91,,error
medium,12.6432,13.96,,error
low,12.6607,3.48,,error
medium,12.6673,2.34,,error
low,12.6710,1.92,,error
low,12.6812,4.76,,error
medium,12.6860,3.71,,error
low,12.6908,2.82,,error
high,12.7008,6.90,,error
medium,12.7028,5.23,,error
low,12.7041,4.31,,error
low,12.7105,2.02,,error
low,12.7208,2.90,,error
medium,12.7177,6.37,,error
low,12.7312,3.36,,error
medium,12.7346,2.86,,error
low,12.7406,2.94,,error
high,12.7508,4.20,,error
medium,12.7527,2.61,,error
low,12.7534,2.23,,error
low,12.7609,2.48,,error
medium,12.7675,3.33,,error
low,12.7709,1.68,,error
low,12.7807,3.55,,error
medium,12.7843,2.16,,error
low,12.7906,2.32,,error
high,12.8012,5.54,,error
low,12.8046,2.45,,error
medium,12.8034,3.96,,error
low,12.8105,3.14,,error
medium,12.8178,3.38,,error
low,12.8212,1.94,,error
low,12.8303,38.73,,error
medium,12.8565,13.04,,error
medium,12.8607,12.24,,error
low,12.8627,10.52,,error
low,12.8641,9.52,,error
high,12.8652,8.69,,error
low,12.8664,15.81,,error
medium,12.8675,15.80,,error
low,12.8705,15.75,,error
medium,12.8884,2.22,,error
low,12.8863,4.68,,error
low,12.8910,2.98,,error
high,12.9012,4.17,,error
medium,12.9031,2.53,,error
low,12.9039,2.07,,error
medium,2.8841,10109.04,200,ok
medium,4.8676,8125.62,429,shed
medium,4.8523,8140.96,429,shed
medium,4.9018,8091.40,429,shed
medium,4.8835,8109.78,429,shed
low,12.9112,83.05,,error
low,12.9894,8.83,,error
low,12.9902,8.30,,error
low,12.9910,7.82,,error
low,12.9917,12.11,,error
low,12.9949,10.57,,error
medium,12.9956,10.22,,error
high,13.0003,5.79,,error
medium,13.0014,5.02,,error
low,13.0025,4.16,,error
high,12.9924,14.52,,error
low,12.9942,13.07,,error
medium,12.9811,26.63,,error
low,13.0108,3.91,,error
medium,13.0178,3.06,,error
low,13.0209,2.55,,error
low,13.0306,3.12,,error
medium,13.0338,1.96,,error
low,13.0409,3.74,,error
medium,4.9669,8082.75,429,shed
medium,4.9522,8097.47,429,shed
medium,4.9340,8115.69,429,shed
medium,4.9176,8132.10,429,shed
medium,13.0677,3.64,,error
low,13.0714,2.07,,error
medium,5.0019,8149.16,429,shed
medium,4.9844,8166.74,429,shed
medium,5.0175,8133.61,429,shed
medium,5.0364,8114.81,429,shed
medium,13.1024,85.07,,error
low,13.1033,84.52,,error
low,13.1112,76.91,,error
medium,13.1473,41.14,,error
medium,13.1484,40.32,,error
low,13.1490,39.97,,error
low,13.1496,39.69,,error
low,13.1505,39.14,,error
high,13.1514,38.51,,error
medium,13.1520,38.21,,error
low,13.1526,37.88,,error
low,13.1605,30.29,,error
medium,13.1676,23.46,,error
low,13.1707,20.63,,error
low,13.1822,9.43,,error
medium,13.1842,7.67,,error
medium,5.0523,8163.95,429,shed
medium,5.0675,8149.56,429,shed
medium,5.0837,8135.20,429,shed
medium,5.1788,8041.16,429,shed
medium,2.9514,10321.77,200,ok
medium,5.1024,8170.79,429,shed
medium,3.1513,10121.87,200,ok
medium,5.1808,8092.39,429,shed
medium,5.1804,8092.84,429,shed
medium,5.1792,8094.05,429,shed
high,13.2509,27.15,,error
medium,13.2555,22.88,,error
low,13.2577,20.93,,error
low,13.2753,14.48,,error
medium,13.2769,13.21,,error
low,13.2740,16.48,,error
medium,13.2885,30.26,,error
low,13.2994,19.66,,error
high,13.3085,10.87,,error
medium,13.3103,9.28,,error
low,13.3111,8.78,,error
low,13.3156,4.55,,error
medium,13.3172,3.30,,error
low,13.2865,34.26,,error
medium,5.1841,8138.39,429,shed
medium,5.2022,8123.54,429,shed
medium,5.2170,8112.43,429,shed
medium,5.2336,8096.59,429,shed
high,4.3010,9055.29,429,shed
low,13.3542,68.98,,error
low,13.3604,63.08,,error
medium,13.3675,56.35,,error
low,13.3711,53.02,,error
low,13.3808,43.61,,error
medium,13.3840,40.67,,error
low,13.3906,34.36,,error
high,13.4008,24.46,,error
medium,13.4028,22.77,,error
low,13.4037,22.51,,error
low,13.3216,104.91,,error
low,13.4109,15.88,,error
medium,13.4173,9.81,,error
low,13.4211,7.42,,error
low,13.4302,2.69,,error
medium,13.4340,2.61,,error
low,13.4408,2.63,,error
high,13.4507,7.44,,error
medium,13.4527,5.80,,error
low,13.4551,3.70,,error
low,13.4612,2.35,,error
medium,13.4677,5.95,,error
low,13.4703,3.65,,error
high,4.3505,9195.52,429,shed
medium,5.3026,8243.43,429,shed
medium,5.2838,8262.24,429,shed
medium,5.2670,8279.02,429,shed
medium,5.2548,8291.25,429,shed
high,4.4507,9095.37,429,shed
low,13.4811,66.28,,error
medium,5.3524,8224.19,429,shed
medium,5.3336,8242.96,429,shed
medium,5.3170,8259.58,429,shed
high,13.1003,476.34,429,shed
high,13.5449,32.26,,error
low,13.5474,30.09,,error
low,13.5436,34.19,,error
medium,13.5487,29.64,,error
low,13.5481,30.53,,error
low,13.5739,11.50,,error
low,13.5786,7.03,,error
low,13.5810,5.99,,error
medium,13.5842,3.03,,error
high,6.4510,7137.98,429,shed
medium,13.6028,2.81,,error
low,13.6035,2.40,,error
high,13.6009,5.26,,error
low,13.6103,4.44,,error
medium,13.6169,2.82,,error
low,13.6209,2.57,,error
high,6.5509,7082.14,429,shed
medium,2.9674,10666.24,200,ok
low,13.6410,5.79,,error
high,13.6510,21.76,,error
medium,13.6529,20.23,,error
low,13.6620,11.40,,error
low,13.6666,7.15,,error
medium,13.6695,4.54,,error
low,13.6706,3.73,,error
high,9.9512,3724.93,429,shed
medium,5.3670,8313.60,429,shed
medium,5.3837,8299.92,429,shed
medium,5.4024,8281.24,429,shed
medium,5.4178,8265.86,429,shed
high,13.7012,5.46,,error
low,13.7102,6.27,,error
medium,5.4523,8270.39,429,shed
medium,5.4678,8254.92,429,shed
medium,5.4838,8239.01,429,shed
medium,5.4335,8289.24,429,shed
high,11.5011,2228.51,429,shed
medium,5.5344,8298.52,429,shed
medium,5.5524,8280.54,429,shed
medium,5.5179,8315.08,429,shed
medium,5.5025,8330.47,429,shed
medium,5.6344,8198.58,429,shed
medium,5.5678,8265.14,429,shed
medium,5.6019,8231.14,429,shed
medium,5.5844,8248.62,429,shed
medium,5.6178,8215.20,429,shed
medium,5.6540,8179.07,429,shed
low,13.8122,21.64,,error
medium,13.7531,81.07,,error
high,13.7509,83.51,,error
medium,13.8352,3.98,,error
low,13.8358,3.68,,error
low,13.8365,3.26,,error
low,13.8248,15.18,,error
low,13.8405,4.87,,error
medium,13.8530,8.03,,error
low,13.8582,3.20,,error
high,13.8513,10.44,,error
low,13.8617,2.69,,error
medium,13.8676,5.15,,error
low,13.8705,2.53,,error
medium,13.8835,7.41,,error
low,13.8812,10.15,,error
low,13.8914,4.20,,error
medium,13.9025,3.10,,error
high,13.9008,5.70,,error
low,13.9037,3.07,,error
low,13.9109,5.88,,error
low,13.9205,5.32,,error
medium,13.9169,9.40,,error
low,13.9304,3.59,,error
medium,13.9341,2.17,,error
low,13.9404,3.54,,error
medium,2.9020,11047.67,200,ok
medium,3.5517,10398.04,200,ok
low,13.9528,60.37,,error
low,13.9994,16.73,,error
low,14.0014,15.14,,error
low,14.0027,14.15,,error
low,14.0039,13.30,,error
medium,14.0066,10.92,,error
medium,14.0078,10.02,,error
high,14.0095,8.58,,error
medium,14.0108,7.64,,error
low,14.0117,6.97,,error
low,14.0134,5.63,,error
medium,14.0190,3.55,,error
low,14.0204,4.24,,error
low,14.0308,2.97,,error
medium,14.0338,5.80,,error
low,14.0407,2.83,,error
medium,14.0527,3.89,,error
low,14.0541,2.80,,error
high,14.0508,6.41,,error
low,14.0603,4.46,,error
medium,14.0669,2.67,,error
low,14.0707,2.59,,error
low,14.0805,3.13,,error
medium,14.0836,2.93,,error
low,14.0907,3.94,,error
high,13.2003,905.05,429,shed
medium,14.1027,3.32,,error
low,14.1035,2.86,,error
low,14.1108,3.76,,error
medium,14.1177,2.93,,error
low,14.1207,2.86,,error
low,14.1307,3.68,,error
medium,14.1345,2.51,,error
low,14.1411,3.60,,error
medium,14.1529,2.06,,error
low,14.1536,1.62,,error
high,14.1509,4.67,,error
low,14.1608,4.00,,error
medium,14.1669,3.21,,error
low,14.1702,1.70,,error
medium,14.1844,2.13,,error
low,14.1821,4.79,,error
medium,3.7169,10479.18,429,shed
high,14.2003,14.00,,error
medium,14.2021,12.51,,error
low,14.2027,12.13,,error
low,14.2106,4.49,,error
medium,14.2181,30.81,,error
low,14.2410,8.74,,error
low,14.2210,29.06,,error
high,14.2501,5.48,,error
medium,14.2514,4.44,,error
low,14.2522,3.99,,error
low,14.2310,25.54,,error
medium,14.2343,22.53,,error
low,14.2609,2.67,,error
medium,14.2677,8.12,,error
low,14.2706,5.73,,error
low,14.2804,4.00,,error
medium,14.2844,1.96,,error
low,14.2906,3.40,,error
medium,14.3031,3.44,,error
low,14.3039,2.96,,error
high,14.3012,5.92,,error
medium,3.1022,11205.50,200,ok
high,13.5705,744.41,429,shed
low,14.3204,2.14,,error
low,14.3307,2.61,,error
medium,14.3344,3.14,,error
low,14.3407,2.84,,error
medium,14.3526,3.93,,error
low,14.3534,3.45,,error
high,14.3507,6.40,,error
low,14.3603,2.22,,error
medium,14.3677,2.47,,error
low,14.3702,10.75,,error
low,14.3810,2.03,,error
medium,14.3841,1.81,,error
low,14.3911,3.55,,error
medium,14.4036,6.65,,error
low,14.4055,5.23,,error
high,14.4013,9.75,,error
low,14.4112,1.80,,error
medium,14.4171,3.85,,error
low,14.4210,4.44,,error
medium,3.7844,10642.24,429,shed
medium,14.4370,3.47,,error
low,14.4408,34.20,,error
high,14.4513,24.11,,error
medium,14.4534,22.41,,error
low,14.4548,21.31,,error
low,14.4612,15.31,,error
medium,14.4675,9.32,,error
low,14.4720,5.15,,error
low,14.4804,2.29,,error
medium,14.4839,2.84,,error
low,14.4908,9.37,,error
high,14.5003,12.32,,error
medium,14.5042,9.36,,error
low,14.5090,4.85,,error
low,14.5107,3.47,,error
medium,14.5173,3.29,,error
low,14.5206,1.65,,error
low,14.5304,3.51,,error
medium,14.5340,3.70,,error
low,14.5408,2.97,,error
medium,14.5531,3.08,,error
low,14.5544,2.13,,error
high,14.5511,5.76,,error
low,14.5610,2.63,,error
medium,14.5678,3.80,,error
low,14.5716,2.53,,error
low,14.5804,3.98,,error
medium,14.5844,4.23,,error
low,14.5907,2.85,,error
high,14.6008,6.82,,error
medium,14.6030,4.98,,error
low,14.6044,3.83,,error
low,14.6104,3.23,,error
medium,14.6178,3.44,,error
low,14.6212,3.27,,error
low,14.6307,2.95,,error
medium,14.6337,2.83,,error
low,14.6407,2.96,,error
high,14.6508,4.70,,error
medium,14.6527,3.11,,error
low,14.6537,2.41,,error
low,14.6603,3.42,,error
medium,14.6679,3.40,,error
low,14.6713,2.18,,error
low,14.6806,2.96,,error
medium,14.6836,1.83,,error
medium,5.7172,8976.65,429,shed
medium,5.7364,8957.45,429,shed
low,14.6906,3.99,,error
medium,5.6851,9011.97,429,shed
medium,5.6674,9030.29,429,shed
medium,5.7025,8995.83,429,shed
medium,5.7528,8950.72,429,shed
low,14.7307,3.62,,error
medium,14.7344,2.14,,error
low,14.7406,2.57,,error
medium,5.8175,8926.55,429,shed
medium,5.8091,8935.49,429,shed
high,13.3507,1406.06,429,shed
medium,5.9027,8853.99,429,shed
medium,5.9169,8839.83,429,shed
medium,5.8096,8947.16,429,shed
low,14.7980,13.35,,error
low,14.8001,11.72,,error
medium,14.8014,10.73,,error
high,14.8044,8.16,,error
medium,14.8055,7.33,,error
low,14.8064,6.70,,error
low,14.8132,1.83,,error
medium,14.8172,2.00,,error
low,14.8203,1.98,,error
low,14.8304,4.17,,error
medium,5.9674,8870.35,429,shed
medium,6.0028,8835.84,429,shed
medium,5.9337,8910.15,429,shed
medium,5.9836,8861.79,429,shed
medium,6.0169,8828.54,429,shed
medium,6.0343,8811.16,429,shed
medium,14.8673,3.53,,error
low,14.8709,2.39,,error
low,14.8805,4.41,,error
medium,14.8849,2.76,,error
low,14.8908,3.92,,error
high,14.9010,5.66,,error
medium,14.9028,4.09,,error
low,14.9036,3.67,,error
medium,6.1837,8726.80,429,shed
medium,6.0530,8857.45,429,shed
medium,6.1035,8806.96,429,shed
medium,6.2170,8693.53,429,shed
medium,6.2338,8676.71,429,shed
medium,6.2527,8657.84,429,shed
medium,6.3179,8621.28,429,shed
medium,6.3030,8636.16,429,shed
medium,6.3335,8605.63,429,shed
medium,6.2670,8672.15,429,shed
medium,6.3527,8586.50,429,shed
medium,6.2837,8655.54,429,shed
